composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Stravinsky,2.23467,1.93949,13.8889,2/4,1911
Stravinsky,2.82347,2.85631,35.4386,3/4,1911
Stravinsky,2.5516,2.39629,31.4286,2/4,1911
Stravinsky,2.53673,2.93781,49.1578,4/4 6/8,1911
Stravinsky,1.92769,2.52206,34.386,2/4,1911
Stravinsky,2.91749,2.03792,35.3535,2/4,1911
Stravinsky,2.36387,2.68418,30.2222,2/4,1911
Stravinsky,3.05309,2.46276,51.1808,2/4 3/4,1911
Stravinsky,2.46507,2.2598,79.024,4/8,1911
Stravinsky,2.35152,2.41147,60.6431,2/4 3/4 2/4,1911
Stravinsky,1.99702,2.86232,24.127,3/4,1911
Stravinsky,2.44725,2.81341,23.0769,2/4,1911
Stravinsky,3.12193,2.80869,40,3/4,1911
Stravinsky,2.95289,2.72103,157.151,3/4,1911
Stravinsky,2.06873,2.74096,33.8346,3/4 2/4,1911
Stravinsky,2.66408,2.77595,39.2308,6/4,1911
Stravinsky,2.38158,2.46214,6.89655,4/4,1911
Stravinsky,2.60644,2.70839,39.3651,6/4,1911
Stravinsky,2.82119,2.95867,22.126,2/4,1911
Stravinsky,2.13792,2.68872,19.6491,2/4,1911
Stravinsky,2.6631,2.55474,20,2/4,1911
Stravinsky,2.66664,2.52806,15.873,5/8,1911
Stravinsky,2.15785,2.17699,21.0526,2/4,1911
Stravinsky,2.6225,2.90525,64.6101,4/4,1924
Stravinsky,2.77672,2.27584,97.3459,12/8,1924
Stravinsky,2.75392,2.77926,27.5,4/4,1924
Stravinsky,2.21874,2.75538,26.6667,2/4,1924
Stravinsky,2.70374,2.49161,35.324,4/4 3/4 4/4,1913
Stravinsky,2.32984,2.50641,9.87654,2/4,1913
Stravinsky,2.53415,2.30719,59.453,2/4,1913
Stravinsky,2.28331,2.12525,17.7778,2/4,1913
Stravinsky,2.29998,2.68386,57.2348,5/4 7/4 6/4,1913
Stravinsky,2.06404,2.64559,5.55556,5/4 4/4,1913
Stravinsky,1.56363,2.21776,36.6667,4/4 6/4,1913
Stravinsky,2.20624,2.33291,60,4/4,1913
Stravinsky,2.36596,2.24644,49.2308,4/4 2/4 4/4 2/4,1913
Stravinsky,2.62306,2.45974,33.3333,3/4 2/4 3/4 4/4,1913
Stravinsky,2.03216,1.64315,22.2222,4/4 3/4 2/4 3/4 2/4 3/4 2/4 4/4,1913
Stravinsky,2.14713,2.28903,54.0351,3/4 2/4 3/4 2/4,1913
Stravinsky,2.41938,2.21885,40,3/16 5/16 3/16 4/16,1913
Stravinsky,2.66347,2.88888,36.0172,2/8 3/8 5/4,1913
Stravinsky,2.56545,3.00913,37.4035,4/4,1946
Saint-sa&euml;ns,2.58395,2.74477,9.52381,4/4,1922,0.353359
Stravinsky,2.62581,1.82501,19.0476,4/4,1946
Stravinsky,2.7744,2.22722,100.144,3/4,1946
Stravinsky,2.91398,2.48171,15.2381,2/4,1946
Stravinsky,3.10152,2.47626,20.0975,4/8,1946
Stravinsky,2.01413,2.08745,45.8586,3/8,1946
Stravinsky,2.37189,2.37773,113.133,3/4,1946
Stravinsky,2.97966,2.22483,36.4455,4/4,1946
Stravinsky,2.24536,2.34722,25.9259,4/4 6/4 4/4,1946
Stravinsky,2.43715,2.27019,52.5,4/4 3/4 4/4,1946
Supp&eacute;,2.80992,2.85174,81.5039,4/4,1867,0
Supp&eacute;,2.79958,2.74709,56.8801,6/8,1867,1.59192
Supp&eacute;,2.39435,2.40688,41.0935,2/4,1867,1.23751
Supp&eacute;,2.54085,2.70143,35.4167,2/4,1867,0.591673
Supp&eacute;,2.86087,2.59358,75.4622,6/8,1879,1.49111
Supp&eacute;,2.90716,2.55388,48.4127,2/4,1879,
Supp&eacute;,2.93481,2.90532,53.0654,2/4,1879,2.27729
Supp&eacute;,3.48213,2.98177,89.5405,4/4,1863,2.45792
Supp&eacute;,2.55943,2.39236,42.6862,4/4,1863,1.52052
Supp&eacute;,2.61161,2.6386,13.1429,2/4,1863,0.409633
Supp&eacute;,2.90576,2.59412,84.551,3/4,1863,1.95021
Supp&eacute;,2.9126,2.90025,56.1905,2/4,1863,1.75812
Supp&eacute;,2.63432,2.64421,37.1429,3/4,1863,1.32748
Supp&eacute;,2.87402,2.13071,65.5137,4/4,1866,2.19106
Supp&eacute;,2.73628,2.89155,100.478,4/4,1866,0
Supp&eacute;,2.66403,2.64489,63.4568,6/8,1866,1.24318
Supp&eacute;,2.59967,3.11509,77.5414,4/4,1866,1
Supp&eacute;,2.98523,3.20897,51.2281,6/8,1844,1.29879
Supp&eacute;,2.7409,3.02739,19.7701,2/4,1844,0.868393
Supp&eacute;,2.35846,2.68628,129.412,2/4,1844,1.91937
Supp&eacute;,2.82878,2.954,45,2/4,1844,1.22439
Supp&eacute;,3.04261,2.34416,63.1746,2/4,1844,1.39675
Supp&eacute;,3.07603,2.93581,35.4023,4/4,1868,0.899744
Supp&eacute;,2.72724,2.48709,56.71,4/4,1868,1.78416
Supp&eacute;,2.81509,2.7487,69.6072,2/4,1868,0.811278
Supp&eacute;,3.14723,2.81154,28.9855,2/4,1868,0.811278
Supp&eacute;,2.70732,2.69527,75.8644,4/4,1846
Supp&eacute;,2.99987,2.90955,75.6052,4/4,1846
Supp&eacute;,2.95324,3.12165,26.6687,4/4,1846
Supp&eacute;,2.66393,3.0691,95.7143,2/4,1846
Supp&eacute;,2.69474,2.9899,25.8333,2/4,1846
Supp&eacute;,2.1683,2.45083,51.2821,3/8,1846
Supp&eacute;,2.83741,3.27327,30,2/4,1846
Supp&eacute;,2.81803,2.75687,45.8333,6/8,1865,0.453716
Supp&eacute;,2.42229,2.30608,22.0513,6/8,1865,0.978449
Supp&eacute;,3.02717,2.8065,22.9167,6/8,1865,0.986427
Supp&eacute;,2.68481,2.9791,76.6213,3/4,1865,2.41151
Szymanowski,3.44644,3.30869,51.1111,6/8,1913,2.06356
Szymanowski,3.15557,3.11583,77.9487,6/8,1913,1.9656
Saint-sa&euml;ns,2.54413,3.03158,32.8327,2/2,1873,1.45915
Satie,2.23112,2.79327,48.3333,4/4,1917,1.47135
Saint-sa&euml;ns,2.08152,3.05059,10.5263,2/2,1873,0.970951
Saint-sa&euml;ns,2.46339,2.25847,34.7258,3/4,1873,0.970951
Saint-sa&euml;ns,2.83871,3.27752,44.8497,2/2,1873,1.64792
Saint-sa&euml;ns,3.14145,2.8037,10,2/2,1873,0.868393
Saint-sa&euml;ns,2.97277,3.16421,15.1515,2/2,1873,0.840491
Saint-sa&euml;ns,2.93517,2.91426,70.9669,4/4,1868,2.43316
Schein,2.4949,2.65053,43.7037,2/2,1617,1.70044
Schein,2.9766,2.7274,51.5152,3/2,1617,1.52736
Saint-sa&euml;ns,3.2597,3.27229,49.5238,4/4,1868,1.38306
Schein,2.47647,3.24108,37.8667,6/4,1617,1.74426
Schein,2.77791,2.86258,45.5556,2/2,1617,1.92154
Schein,2.7018,2.84885,37,3/2,1617,1.49419
Saint-sa&euml;ns,2.69291,3.07647,18.6667,6/8,1868,0
Saint-sa&euml;ns,2.69894,2.73815,77.037,6/8,1868,2.1037
Saint-sa&euml;ns,2.92148,2.90789,60.6061,2/2,1868,0
Saint-sa&euml;ns,2.73935,2.78418,46.7599,2/2,1868,2.15564
Saint-sa&euml;ns,2.66341,3.05685,44.4444,4/4,1877,0
Schubert,2.97947,2.80489,14.386,6/8,1870,0.548954
Schubert,2.62925,2.43927,60.2453,3/4,1825,1.92193
Schubert,2.82424,2.58583,20.8333,3/4,1825,0.977418
Schubert,2.38286,2.12661,47.3333,3/4,1825,1.49111
Schubert,2.80161,2.29546,30.5882,4/4,1823,1.57154
Schubert,2.48171,1.86763,49.1667,2/2,1823,2.05881
Schubert,2.94145,2.12193,40.8889,3/4,1823,1.29879
Schubert,2.32208,2.44107,76.1111,3/4,1823,1.85429
Schubert,2.17404,2.35329,86.862,4/4,1827,2.00429
Schubert,1.85469,2.96815,7.36932,3/4,1827,0.568996
Saint-sa&euml;ns,2.62201,2.81123,32.5477,4/4,1877,1.15678
Schubert,2.52193,2.24644,36.3636,3/4,1827,1
Schubert,2.55504,2.55504,30,4/2,1857,1.85429
Schubert,2.70499,2.03658,6,3/4,1857,0.439497
Schubert,2.60624,2.7899,68.6667,3/4,1857,1.86763
Schubert,2.86096,3.07095,95.4902,4/4,1839,1.72227
Schubert,2.46625,2.30689,48,3/4,1839,1.68582
Schubert,2.32322,2.50161,41.4815,2/2,1839,1.73945
Schubert,2.22219,2.21924,47.0588,3/4,1839,1.19417
Schubert,2.13832,2.79424,27.451,4/4,1825,0.60984
Schubert,2.53049,2.19716,27.5556,4/4,1825,1.06128
Saint-sa&euml;ns,2.87139,2.99229,20.7018,4/4,1877,1.44117
Schubert,2.46887,2.02416,17.5758,2/4,1826,0.912316
Schubert,1.93868,2.77778,53.9394,2/4,1826,1.48853
Schubert,2.31368,2.8152,31.1111,2/4,1826,1.3831
Schubert,2.32789,2.56618,33.6842,4/4,1826,1.76096
Schubert,2.49439,2.40743,101.529,4/4,1826,1.95678
Schubert,2.21702,2.80735,51.1688,4/4,1826,1.61401
Schubert,1.94914,1.92745,95.1701,9/8,1828,2.17356
Schubert,2.14926,2.02258,70.3463,9/8,1828,1.95915
Schubert,2.40953,2.34969,88.8515,2/4,1828,
Saint-sa&euml;ns,2.24939,3.22018,6.31579,2/4,1877,0.721928
Schubert,2.70869,2.74644,4.16667,2/4,1828,0.322757
Schubert,2.86596,2.70869,63.1111,2/4,1828,1.5
Schubert,2.57782,2.375,42.4242,2/4,1828,0.918296
Schubert,3.00869,2.74644,66.0606,3/4,1828,1.84237
Schubert,2.33291,2.3899,56,3/4,1828,1.57262
Schubert,2.2082,2.40479,98.6462,2/2,1846,1.93628
Schubert,2.75506,2.65505,138.159,3/4,1846,1.53012
Schubert,3.17095,3.2037,78.0087,4/4,1853,1.84987
Schubert,2.68129,2.47907,94.0614,4/4,1853,1.96915
Schubert,2.53661,2.86659,49.8168,6/8,1853,1.61433
Saint-sa&euml;ns,1.9873,2.6748,75.3887,6/8,1877,2.11508
Schubert,2.98546,2.84342,72.0763,6/8,1853,1.96666
Schubert,2.41896,2.55805,39.4444,3/4,1853,1.46048
Schubert,2.62193,2.58418,82,3/4,1853,1.58496
Schubert,3.02263,2.68917,39.1304,2/4,1853,1.76964
Schubert,2.49197,2.90195,56.5079,3/4,1853,1.87996
Schubert,2.64644,2.56096,67.7765,3/4,1853,2.15564
Schubert,1.98875,2.82189,42.9304,2/2,1853,2.07416
Schubert,3.02206,2.55459,39.0731,3/4,1865,1.57095
Schubert,2.37153,2.65505,32.381,2/4,1865,1.45656
Schubert,2.61006,2.87951,33.8889,4/4,1890,1.10331
Saint-sa&euml;ns,2.74473,2.71092,55.0877,3/4,1877,1.70477
Schubert,3.0037,2.87095,41.6162,3/4,1954,1.75748
Schubert,2.8046,2.54961,63.6364,3/4,1890,1.15894
Schubert,3.1076,2.5778,42,2/2,1897,1.206
Schubert,2.57782,2.57782,56.2193,2/2,1890,2.35539
Schubert,2.58206,2.68953,78.5714,6/8,1890,2.23226
Schubert,2.39232,3.05898,18.2222,3/4,1890,0.936667
Schubert,3.01297,3.01297,33.3333,4/4,1890,0
Schubert,2.83846,3.11991,71.0119,4/4,1863,2.22807
Schubert,2.65564,2.60222,57.7345,3/4,1863,2.25776
Schubert,2.99663,2.99663,51.2346,3/4,1863,1.6815
Saint-sa&euml;ns,2.69089,3.02613,40.2597,4/4,1881,1.32578
Schubert,2.95499,2.84436,37.6471,3/4,1863,1.45915
Schubert,2.64125,2.62922,58.1746,3/4,1863,1.92417
Schubert,2.32486,2.32486,23.2804,3/4,1863,1.29546
Schubert,2.46596,2.84644,41.0582,2/2,1871,1.50161
Schubert,2.76596,2.96596,59.3016,2/4,1871,2.02749
Schubert,2.82218,2.63129,26.6667,3/4,1871,1.46048
Schubert,3.00869,2.46596,37.7778,2/4,1871,
Schubert,2.49302,2.98832,35.1515,2/2,1840,1.53049
Schubert,2.23395,2.91099,36.3636,2/2,1840,0.619382
Schubert,2.63559,2.89807,50.0585,3/4,1840,0.993897
Saint-sa&euml;ns,2.96544,2.99249,20.3172,4/4,1881,1.57743
Schubert,2.99411,2.9547,49.2857,6/8,1840,1.62776
Schubert,2.31662,3.0276,38.2993,2/4,1840,1.35164
Schubert,2.5843,2.7347,65.2134,6/8,1870,1.70338
Schubert,2.80105,2.69509,73.7143,4/4,1824,1.80161
Schubert,2.97084,2.68953,58.7302,4/4,1824,1.5656
Schubert,2.64164,2.79424,35.0877,2/2,1824,1
Schubert,2.57294,2.25023,71.2738,3/4,1824,2.34644
Schubert,2.00299,2.77982,47.4892,2/4,1824,1.99949
Schubert,2.77095,1.74274,64.5833,2/4,1824,1.33282
Saint-sa&euml;ns,2.54808,2.86158,65.2393,6/8,1881,1.79248
Schubert,2.70282,2.82782,40.2609,4/4,1831,1.5
Schubert,2.87314,2.72725,50.068,4/4,1831,2.30107
Schubert,2.19969,1.98777,44.4444,4/4,1831,0.970951
Schubert,2.52735,2.61135,52.381,3/4,1831,1.27516
Schubert,2.64087,2.37338,70.7692,3/4,1831,0.787127
Schubert,2.23065,2.23065,88.7436,6/8,1831,0.99403
Schubert,2.3037,2.42193,49.9471,6/8,1831,1.5
Schubert,2.78339,2.83292,104.062,3/4,1851,2.28333
Schubert,3.19089,2.95321,59.6491,4/4,1851,1.71704
Schubert,2.40401,2.41309,11.7647,3/4,1851,0.918296
Saint-sa&euml;ns,2.94109,3.02995,67.2829,6/8,1881,2.12165
Schubert,2.66396,2.52287,53.3333,3/4,1851,1.36631
Schubert,2.69006,2.59399,28.0702,6/8,1851,0
Schubert,2.875,2.78064,44.4444,4/4,1829,1.45915
Schubert,3.06977,2.55351,67.9501,4/4,1829,1.37095
Schubert,3.31035,3.04364,85.5433,3/4,1829,2.21469
Schubert,2.8559,2.98709,33.3333,3/4,1829,0.936667
Schubert,2.69747,2.54488,46.1538,3/4,1829,1.33827
Schubert,2.79465,2.52494,77.3767,2/4,1829,2.84237
Schubert,2.3286,2.60985,43.208,2/4,1829,1.78142
Schubert,2.81449,2.95242,73.2837,4/4,1853,1.84008
Saint-sa&euml;ns,3.20888,2.97288,69.5856,2/2,1881,1.95854
Schubert,2.29469,2.80888,55.9398,4/4,1853,1.37789
Schubert,2.10846,2.10846,102.197,12/8,1853,1.82625
Schubert,2.49913,2.6367,39.6296,3/4,1853,0.574636
Schubert,2.01646,3.09944,106.471,4/4,1853,2.18681
Schubert,2.78059,2.73047,26.2857,2/2,1853,1.41309
Schubert,3.10123,2.80875,45.7516,2/2,1853,1.37095
Schubert,2.87966,2.84081,44.4444,2/2,1827,1.39215
Schubert,2.60846,2.53064,101.667,2/2,1827,1.31432
Schubert,3.04642,3.05077,53.4271,4/4,1897,1.84237
Schubert,2.87291,2.9199,24.0781,2/4,1897,2.0647
Saint-sa&euml;ns,2.9183,2.86991,52.9101,6/8,1884,1.4789
Saint-sa&euml;ns,2.94504,2.87951,33.3333,2/2,1881,0.905587
Schubert,3.48418,2.80161,38.6447,2/2,1854
Schubert,2.65426,2.81631,70.7468,3/4,1823
Schubert,3.14644,2.48418,33.3333,2/2,1823
Schubert,2.93719,2.58362,49.507,4/4,1823
Schubert,2.46535,3.02206,28.0702,2/2,1823
Schubert,2.63692,2.67463,43.7037,2/4,1823
Schubert,3.36141,2.93152,48.087,3/4,1871,0.985228
Saint-sa&euml;ns,2.64721,3.02268,74.958,2/2,1881,1.89902
Schubert,2.87951,2.40479,56.5777,4/4,1826,1.64022
Schubert,2.60624,2.3899,59.0909,3/8,1826,2.11808
Schubert,2.35164,2.10774,51.1111,3/4,1826,1.52623
Schubert,2.29953,2.31346,70.9524,12/8,1827,1.90151
Schubert,2.26104,2.69785,62.4892,3/8,1827,1.94914
Schubert,3.08359,2.55468,37.5,3/8,1827,1.50903
Schubert,2.08048,2.24274,24.4898,3/4,1827,1.27291
Schubert,2.27879,2.59037,56.585,3/4,1827,0.816689
Schubert,2.757,2.87314,25.5639,4/4,1827,1.02263
Schubert,2.78443,2.82272,76.8509,4/4,1829,1.99561
Saint-sa&euml;ns,2.37496,2.37496,22.2222,2/2,1881,1.41956
Schubert,2.88955,2.63129,27.779,4/4,1829,1.52193
Schubert,2.67937,2.51603,35.2941,3/4,1829,0.986427
Schubert,2.72722,3,29.127,6/8,1829,1.57442
Schubert,2.74717,2.55218,57.7778,6/8,1829,1.95021
Schubert,2.93983,2.66013,38.9771,4/4,1839,1.892
Schubert,2.82258,2.87291,50.6667,4/4,1839,1.9183
Schubert,1.86496,2.628,19.1322,3/4,1839,0.658351
Schubert,2.375,2.35222,61.697,3/4,1839,1.78416
Schubert,3.00624,2.15591,105.055,4/4,1846,1.9183
Schubert,2.9183,2.58496,52.0635,4/4,1846,1.37095
Saint-sa&euml;ns,2.28064,2.27178,46.5934,6/4,1868,1.37878
Schubert,2.97957,2.78658,103.333,4/4,1846,0
Schubert,2.58914,2.64237,62.0592,3/4,1846,2.17013
Schubert,3.14644,2.20161,40,3/4,1846,1.29879
Schubert,2.28142,2.77672,57.7778,3/8,1846,1.57943
Schubert,2.8693,2.46967,55.5556,3/8,1846,0.918296
Schubert,2.15522,2.10774,39.9267,4/4,1839,1.37878
Schubert,2.36596,2.74644,31.7949,4/4,1839,1.40564
Schubert,2.35353,1.95006,87.385,3/4,1839,2.17095
Schubert,2.43935,2.66596,17.7778,3/4,1839,1
Schubert,2.55082,2.53732,14.8148,2/4,1839,0
Saint-sa&euml;ns,3.0602,2.92353,7.42794,6/4,1868,0.5934
Schubert,2.82782,2.60222,83.2035,4/4,1871,1.45727
Schubert,2.48171,2.59491,46.5795,3/4,1871,1.50161
Schubert,2.80154,2.69302,88.8889,2/4,1871,0.970951
Schubert,2.66485,2.07291,8.38095,2/4,1871,0.468167
Schubert,2.82059,2.03009,41.0256,2/4,1871,1.14883
Schubert,2.85988,3.03379,45.7143,2/2,1836,1.90397
Schubert,2.87603,2.72634,86.773,2/4,1836,2.39081
Schubert,2.58288,3.11808,48.5119,6/8,1836,1.40468
Schubert,3.11828,3.15422,110.606,3/4,1836,1.7922
Schubert,3.32748,2.8812,93.6695,2/4,1836,2.12193
Saint-sa&euml;ns,3.40291,2.65184,59.0476,6/4,1868,1.73815
Schubert,2.63321,2.67095,38.9322,3/4,1836,1.43925
Schubert,2.66763,2.61991,45.8333,3/4,1836,1.33282
Schubert,2.72548,2.75272,42.963,2/4,1836,0.985228
Schubert,2.39232,2.76067,13.3333,2/4,1836,1.08631
Schubert,3.06497,2.94639,69.7778,4/4,1851,2.05242
Schubert,2.35539,2.22957,28.5714,3/4,1851,0.764205
Schubert,2.42334,2.73333,59.7368,3/8,1851,2.39733
Schubert,3.12799,2.90576,66.6667,3/4,1851,0.985228
Schubert,2.57664,2.90614,51.7087,3/4,1851,1.32161
Schubert,2.92898,2.91558,53.822,3/4,1851,0
Saint-sa&euml;ns,2.75249,2.92307,47.4074,2/4,1868,1.9335
Schubert,3.41925,2.9656,84.8725,2/2,1884,2.42864
Schubert,2.8046,2.98832,28.0357,2/2,1884,1.36053
Schubert,2.23096,3.01668,42,2/2,1884,1.78993
Schubert,3.12075,2.7401,32.5,2/2,1884,0.834347
Schubert,2.48879,2.98709,55.5952,6/8,1884,2.44107
Schubert,3.06497,2.52949,76.1111,6/8,1884,1.50027
Schubert,2.82193,2.62193,55.2381,3/4,1884,1
Schubert,2.75591,2.67803,37.2222,3/4,1884,
Schubert,2.62273,2.4983,77.6335,4/4,1884,0
Schubert,3.22673,3.13582,22.2222,4/4,1884,1.52219
Saint-sa&euml;ns,2.71241,2.66107,18.75,3/4,1875,0.522559
Schubert,3.40582,2.94504,79.1345,4/4,1884,
Schubert,2.32289,2.94143,13.8667,2/2,1884,0.591673
Schubert,2.49756,2.53187,48.7188,4/4,1884,1.85656
Schubert,2.73142,3.00097,33.7255,2/4,1884,1.35999
Schubert,2.15447,3.02256,12.1212,3/4,1884,0.558629
Schubert,2.68953,2.69478,25.641,3/4,1884,0.970951
Schubert,2.85464,2.62754,24.2424,2/4,1884,0.886541
Schubert,2.78928,2.72386,58.4615,2/4,1884,1.37928
Schubert,2.55309,2.18201,89.1912,4/4,1884,2.08496
Schubert,3.00235,2.96279,33.2171,4/4,1884,2.12193
Saint-sa&euml;ns,2.68547,2.71713,43.1373,3/4,1875,0.831474
Schubert,3.28592,3.17775,83.7155,4/4,1884,1.14883
Schubert,2.93463,3.27517,26.1538,2/4,1884,1.08923
Schubert,3.04411,2.25846,34.1733,2/4,1884,1.88925
Schubert,2.27879,2.84535,23.5294,3/4,1884,0.918296
Schubert,3.16993,2.97494,37.6068,3/4,1884,
Schubert,3.07925,2.71879,33.3333,6/8,1884,0.831474
Schubert,2.57262,2.86763,38.4615,6/8,1884,1.05294
Schubert,2.52297,2.96733,23.3333,3/4,1884,0.973784
Schubert,2.75908,2.96888,39.6491,4/4,1884,1.12549
Schubert,3.24644,3.02193,22.2222,4/4,1884,0.696212
Saint-sa&euml;ns,2.96156,2.98206,42.1088,3/4,1915,1.69903
Schubert,2.53238,2.87787,54.8918,2/4,1884,1.93002
Schubert,2.75591,2.98709,41.0256,2/4,1884,1.48366
Schubert,2.28064,2.65564,48.4848,2/4,1884,0.918296
Schubert,2.78064,2.875,35.1515,3/4,1884,1.45915
Schubert,3,2.78064,6.06061,2/2,1884,0.918296
Schubert,3.15591,2.96474,47.3203,2/2,1884,1.5
Schubert,3.21351,3.08233,70.7692,2/2,1884,1.52751
Schubert,2.71521,2.91044,12.1212,2/2,1884,0.811278
Schubert,2.95114,2.8559,11.6667,2/2,1885,0.834347
Saint-sa&euml;ns,2.82706,2.56003,47.0238,2/4,1884,1.5288
Saint-sa&euml;ns,2.60846,2.60222,33.3333,3/4,1915,1.5734
Schubert,2.98546,2.86003,61.5825,2/2,1885,1.93871
Schubert,2.9278,3.14162,52.0398,2/2,1885,1.57095
Schubert,3.01301,3.11361,51.4586,6/8,1885,1.90057
Schubert,3.34446,2.82272,39.2381,6/8,1885,1.35164
Schubert,2.5516,2.73386,45.3333,3/4,1885,1.69093
Schubert,2.80152,2.82807,40.6349,3/4,1885,1.49702
Schubert,2.45161,2.66543,15.8333,2/4,1885,1.08631
Schubert,2.20453,2.86336,31.8789,2/4,1885,1.81135
Schubert,3.22875,2.97528,60.0242,3/4,1885,2.33318
Schubert,2.68582,3.07923,76.7756,2/2,1885,1.22439
Saint-sa&euml;ns,2.2513,2.37587,22.0986,2/4,1888,1.14522
Schubert,3.08452,2.92742,55.291,2/2,1885,1.67877
Schubert,3.22969,3.12413,63.7644,2/4,1885,2.27111
Schubert,2.4275,2.7745,30.3575,2/4,1885,0
Schubert,2.91351,3.17615,39.2157,3/4,1885,0
Schubert,2.75161,2.63183,31.9444,3/4,1885,1.15894
Schubert,2.73391,3.00695,17.7778,2/4,1885,0.995727
Schubert,2.748,2.29346,54.1414,2/4,1885,1.45656
Schubert,2.56096,2.73935,92.0879,2/4,1885,1.56128
Schubert,2.60539,2.77206,67.6751,4/4,1840,1.97494
Schubert,2.70499,2.21951,38.3461,2/2,1840,1.37095
Saint-sa&euml;ns,2.89269,2.99178,26.8804,2/4,1888,1.29584
Schubert,2.35887,2.94145,101.429,2/2,1840,1.41856
Schubert,2.34644,2.68418,22.6656,2/2,1840,1.40564
Schubert,2.69747,2.73142,79.5564,2/4,1840,0
Schubert,2.46625,2.65656,26.6667,2/4,1840,1.43537
Schubert,2.40855,2.53187,38.1513,2/4,1840,2.05881
Schubert,2.23346,2.82782,34.1991,2/4,1840,1.78416
Schubert,2.46387,2.6037,18.4127,3/4,1840,1.0141
Schubert,2.628,2.80566,54.7902,3/4,1840,1.98523
Schubert,2.93121,2.77736,29.1667,3/4,1840,0.986427
Schubert,1.98083,1.76765,78.0952,3/4,1840,1.92417
Saint-sa&euml;ns,2.93841,2.9819,44.9735,4/4,1888,1.47691
Schubert,2.64237,2.19969,99.8828,2/4,1840,2.19716
Schubert,2.06122,2.74509,23.3342,2/4,1840,1.19225
Schubert,2.13792,2.13792,26.1538,2/4,1840,1.59167
Schubert,2.48418,2.42193,66.6667,3/4,1867
Schubert,2.69908,2.78658,66.1905,3/4,1867
Schubert,2.46433,2.65739,67.619,3/4,1867
Schubert,2.35539,2.85539,16.6667,3/8,1867
Schubert,2.33539,2.5817,41.0256,3/8,1867
Schubert,2.3496,2.39678,52.381,3/8,1867
Schubert,2.98709,2.47495,69.3211,4/4,1836,1.55773
Saint-sa&euml;ns,2.97532,2.80575,33.3333,6/8,1883
Schubert,2.90564,2.60846,55.0649,4/4,1836,1.57662
Schubert,2.64644,2.57095,42.6667,6/8,1836,2.1494
Schubert,2.85367,2.49809,30,3/4,1836,1.12549
Schubert,2.16904,2.59179,43.3333,3/4,1836,1.85856
Schubert,2.63129,2.74894,29.6296,2/4,1836,0.77935
Schubert,2.94486,2.64701,89.7618,2/4,1836,2.00869
Schubert,3.04163,2.61997,42.2711,3/4,1827
Schubert,2.16096,2.04145,31.746,3/4,1827
Schubert,2.34347,2.54928,50.4308,3/4,1827
Schubert,2.42484,2.86659,74.4698,2/4,1827
Saint-sa&euml;ns,2.63327,2.64888,61.3605,4/4,1883
Schubert,2.72322,2.56096,23.8095,3/4,1827
Schubert,2.54125,2.98009,70.9167,6/8,1827
Schubert,3.08793,3.20771,46.3866,4/4,1897,1.59546
Schubert,2.90984,3.25615,41.6976,6/8,1897,2.06552
Schubert,2.72472,3.05898,36.4444,3/4,1897,0.834347
Schubert,2.75908,2.69366,35.5556,2/4,1897,1.43738
Schubert,2.79335,2.74894,28.3333,3/4,1821,1.61433
Saint-sa&euml;ns,2.06313,2.54545,33.0556,3/4,1883
Schubert,2.79327,3.13288,31.3725,3/4,1821,0.591673
Schubert,2.59412,2.52494,32.7273,3/4,1825,1.37878
Schubert,2.18356,2.66672,28.7719,3/4,1827,1.54375
Schubert,2.66578,2.54418,15.6863,3/4,1827,0.991076
Schuman,3.11946,3.09606,21.4067,4/4,1939,0.996118
Schuman,2.95381,3.35214,37.3978,4/4,1939,1.74556
Schuman,2.44528,2.79983,25.2211,4/4,1939,1.25774
Schuman,2.84237,2.75343,19.0476,4/4,1939,1.3093
Schuman,2.32988,2.94474,49.2754,6/8,1939,0.954434
Schuman,2.2881,2.50936,20.1845,6/4 12/8,1943,1.51534
Saint-sa&euml;ns,3.03182,2.98009,28.6719,3/4,1883
Schuman,2.48042,2.70636,29.2,6/4 12/8,1943,1.32643
Schuman,3.22825,2.78595,52.5814,6/4,1943,1.73844
Schuman,2.05517,2.87966,23.9216,6/4 12/8,1943,1.18973
Schuman,2.4116,2.71929,50.8333,3/2,1943,1.15678
Schuman,2.71533,2.58426,71.3492,3/2 2/2 3/2,1943,2.00598
Schuman,2.89741,3.13582,29.1667,3/2 4/2 3/2 4/2,1943,1.26077
Schuman,2.42151,2.54394,53.3333,2/2,1943,0.503258
Schuman,2.24178,2.39155,22.2222,2/2,1943,0.591673
Schuman,3.36039,3.21224,65.7794,3/4,1941,2.08548
Schuman,3.36609,3.32636,35.3846,4/4,1941,1.53291
Saint-sa&euml;ns,2.98193,3.12467,77.5652,3/4,1883
Schuman,3.38379,3.23564,17.5439,4/4,1941,0.548954
Schumann,3.10567,3.14162,23.8095,3/4,1831,0.721928
Schumann,2.84237,2.84237,74.0741,4/4,1850,2.00489
Schumann,2.23801,2.6925,27.563,2/4,1848,0.668564
Schumann,2.95827,2.75792,3.0303,6/8,1848,0
Schumann,2.81634,2.6416,48.5397,4/4,1848,0.918296
Schumann,3.11892,2.81507,31.746,4/4,1848,1.11808
Schumann,2.50415,2.14654,44.4444,6/8,1848,1.16609
Schumann,2.61006,2.39428,77.3469,4/4,1848,1.74647
