composer,intervallic_entropy,melodic_entropy, average_nPVI, meter,date,rhythm_entropy
Handel,2.24708,2.75506,74.3251,3/4,1740,2.18201
Holst,2.14926,2.20624,12.1212,6/4,1918,0.413817
Holst,2.27313,3.37581,41.5686,6/4,1918,1.43552
Holst,2.60982,2.44207,102.322,6/4,1918,1.9183
Holst,2.33538,2.72013,11.1111,5/4,1918,0.742488
Holst,2.73143,2.79447,46.4286,5/4,1918,1.80776
Handel,2.44922,2.97809,83.3333,3/4,1740,1.69492
Handel,3.30827,2.92745,16.6667,4/4,1740,0.868393
Honegger,2.55244,3.25008,27.4332,3/4,1921,1.51933
Honegger,2.05042,1.99939,88.7768,12/8,1921,1.6815
Honegger,2.27178,1.66974,58.1818,4/4,1921,1.19812
Honegger,2.69546,3.19958,43.6715,4/4,1921,1.09699
Handel,2.7751,2.81025,20.2886,3/8,1740,1.32609
Honegger,2.51221,2.67079,23.3333,4/4,1921,0.998364
Handel,2.78443,3.03379,69.1468,4/4,1740,1.94401
Humperdinck,2.69448,2.60811,22.8571,4/4,1893
Humperdinck,1.90268,2.38268,30,4/4,1893
Humperdinck,2.546,2.75273,56.2573,4/4,1893
Humperdinck,2.22383,3.06662,25.8824,4/4,1893
Handel,2.03915,1.80638,6.34921,4/4,1740,1.0958
Humperdinck,2.20624,1.88925,18.1818,4/4,1893
Humperdinck,2.31346,2.90531,27.3469,4/4,1893
Humperdinck,2.52107,2.92268,61.9048,3/4,1893
Humperdinck,2.65656,2.52323,51.6667,12/8,1897
Humperdinck,2.21702,2.89629,74.1991,12/8,1897
Humperdinck,2.56227,2.67647,24.0006,2/2,1897
Humperdinck,2.65105,2.7822,24.127,2/2,1897
Humperdinck,2.67926,2.58402,18.0952,2/2,1897
Handel,3.11892,3.09373,56.8452,3/4,1740,1.02193
Handel,1.95794,2.479,81.8452,4/4,1740,2.18954
Handel,3.20386,2.81947,42.5564,3/2,1740,1.37878
Handel,3.03915,2.81184,104.909,4/4,1863,1.58268
Handel,2.64145,2.72193,52.381,4/4,1740,1.39215
Handel,2.69752,2.92955,24.4444,4/4,1740,0.892943
Handel,3.07189,2.85539,55.1724,4/4,1740,1.54482
Handel,2.78658,2.90136,65.3333,3/4,1740,1.71308
Handel,2.46924,2.4404,83.0769,12/8,1740,2.23226
Handel,2.29547,2.99795,38.0952,3/4,1740,1.21975
Handel,2.52821,2.39047,67.1958,3/4,1740,1.08923
Handel,2.75512,2.88684,33.3333,4/4,1740,1.40998
Handel,2.73883,2.57791,57.7444,6/8,1740,1.92193
Handel,2.70854,3.01101,15.641,4/4,1740,0.888886
Ives,2.91741,2.61302,30,2/4,1937,0.998364
Ives,2.70268,2.34347,20,2/4,1937,0.958712
Indy,2.52812,2.6095,64.127,9/8 6/8 9/8,1886,1.34214
Indy,2.58347,2.95327,7.40741,3/4,1886,0.742488
Indy,2.20272,2.92742,23.1884,3/4 2/4 3/4 2/4,1886,0.816689
Indy,2.17458,2.32763,87.6722,2/4,1886,1.85856
Indy,2.34948,2.6683,25.641,2/4 3/4 2/4 3/4 2/4,1886,0.33729
Janácek,2.33716,2.38464,21.0526,3/4,1928,1.53321
Janácek,2.94107,2.81402,12.8205,2/4 2/4,1928,0.69129
Janácek,2.17743,2.3902,51.5406,2/4,1927,1.37878
Janácek,2.76765,2.5153,20,4/8,1927,0.543564
Janácek,2.26513,2.68202,64.4933,4/8,1927,1.77833
Janácek,2.91099,2.98423,115.556,2/2 3/2,1927,1.892
Janácek,2.34926,2.44108,15.873,2/4,1927,0.845351
Janácek,2.35455,2.46507,32.7778,2/4,1927,1.7274
Janácek,2.03009,2.78086,36.5812,3/4,1928,1.84237
Kreutzer,2.65656,2.68259,64.2562,3/4,1834,2.28416
Kreutzer,2.95352,3.11328,73.3333,6/8,1834,1.34044
Kreutzer,2.87647,2.65603,51.9481,6/8,1834,1.38387
Kuhnau,2.74509,3.15787,99.1494,4/4,1700,1.56534
Kuhnau,2.4956,2.60793,18.8235,4/4,1700,0.986427
Kuhnau,2.76733,2.42109,18.7654,3/4,1700,0.690695
Kuhnau,2.40733,2.57819,27.2727,4/4,1700,0.866314
Kuhnau,2.11441,2.76388,68.1481,3/8,1700,1.91736
Kodály,2.16076,2.35472,104.649,2/4,1933,1.73604
Kodály,2.06787,2.87893,49.0569,4/4,1933,2.44882
Kodály,2.49694,2.47067,100.487,2/4,1933,2.0383
Kodály,2.23096,2.69238,36.9697,2/4,1933,0.966452
Kodály,2.54803,3.04803,16.6667,2/4,1933,1.40998
Kodály,2.49809,2.90701,48.6652,2/4,1933,1.82212
Kodály,2.37271,2.4452,9.52381,2/4,1933,0.479832
Kodály,2.73047,2.58914,30.8772,2/4,1933,1.31274
Kodály,2.72821,2.87095,35.8974,3/4,1927,1.37878
Kodály,2.97721,2.4002,32.0988,4/4,1927,1.15678
Kodály,2.42849,2.51702,53.3147,4/4,1927,1.60101
Kodály,2.74319,2.89686,51.9444,2/4,1927,1.6398
Kodály,2.4917,2.51642,24,4/4,1927,1.01842
Kodály,3.02263,3.04945,68.3333,4/4,1927,1.6158
Kodály,2.20614,3.34165,50.5376,4/4,1927,1.90397
Kodály,2.48459,2.76035,34.195,4/4,1927,1.84971
Kodály,2.53378,2.81925,36.5087,4/4,1927,1.81135
Kodály,2.51717,3.09826,42.4561,4/4,1927,1.0958
Kodály,2.70732,2.80936,23.9216,2/4,1927,1.30124
Kodály,2.76148,3.07147,48.7446,4/4,1927,1.81221
Kodály,2.42906,2.6586,12.8205,2/4,1927,0.353359
Kodály,2.50226,2.59688,56.646,4/8,1927,2.1045
Kodály,2.65542,2.88779,38.8406,2/4,1927,1.59882
Kodály,2.30924,2.73551,34,2/4,1927,1.43338
Kodály,1.87358,2.78175,12.1212,2/4,1927,0.371232
Kodály,3.09869,2.90525,70.1253,4/4,1927,1.91969
Kodály,2.50282,2.72322,59.5518,2/4,1927,1.97494
Lalo,2.30284,2.42179,46.25,2/2,1883,1.2533
Liszt,2.48346,2.18628,81.9986,6/4,1854,1.97095
Liszt,2.7744,3.00217,14.2857,4/4,1854,0.353359
Liszt,2.6081,2.7419,48.3761,2/2,1853,1.62661
Liszt,3.15741,3.24307,8.33333,12/8,1865,0.956766
Liszt,2.01646,2.70294,77.8215,4/4,1849
Liszt,2.89947,2.94928,77.1984,12/8,1849
Liszt,2.9227,3.21592,34.2029,4/4,1849
Liszt,2.54248,2.86659,41.03,3/4,1849
Liszt,2.84903,2.99741,78.1392,3/4,1839
Lalo,1.94599,2.56185,40.5131,2/2,1883,1.83226
Liszt,2.81045,2.58402,152.204,3/4,1839
Liszt,2.52206,2.43872,107.071,6/8,1839
Liszt,2.82258,2.87291,12.1212,6/8,1839
Liszt,2.82218,2.63129,16.6667,4/4,1839
Liszt,2.46387,2.80869,9.52381,4/4,1850,0.868393
Liszt,2.66543,2.50415,63.6735,4/4,1850,1.96982
Liszt,2.77836,3.34969,15.2395,3/4,1849,0.513185
Liszt,2.75272,2.86383,48.7179,3/4,1840,1.09491
Liszt,2.83741,3.19327,16.2092,4/4,1840,1.42473
Lalo,2.71382,2.66599,89.6063,3/2,1883,2.00606
Liszt,2.09112,3.02283,6.41026,4/4,1840,0.455021
Liszt,2.77424,2.2856,12.4444,6/8,1840,1.54857
Liszt,2.34132,2.53869,43.3333,2/4,1840,0.918296
Liszt,3.22973,2.68145,52.2222,2/4,1840,1.91251
Liszt,2.59436,2.87165,59.9578,4/4,1852,1.57095
Liszt,2.92745,3.83659,57.4603,4/4,1857,1.37164
Liszt,2.96892,2.50738,55.7143,4/4,1857,1.76096
Liszt,2.94836,3.20456,27.9503,4/4,1857,1.37988
Liszt,2.74644,2.98418,78.042,4/4,1857,2.47722
Lalo,3.14668,2.89795,47.2236,2/4,1883,1.93445
Liszt,2.83978,2.44452,49.6504,4/4,1857,1.85656
Liszt,2.59491,2.98832,33.0556,3/4,1857,1.6158
Liszt,2.01982,3.13684,35.5922,3/4,1857,1.67095
Liszt,2.37456,2.58689,49.4444,3/4,1857,1.57442
Liszt,3.20282,2.81128,71.4911,3/4 4/4 3/4,1857,2.44931
Liszt,2.78845,3.34237,18.4848,6/8,1857,0.970951
Liszt,3.16893,3.31108,45.3634,3/4,1857,1.35933
Liszt,2.09424,1.99578,69.4898,4/2,1857,1.65774
Liszt,2.69747,2.94684,99.5603,4/4,1853,1.96981
Liszt,2.9138,2.90078,68.5167,4/4,1853,2.23698
Lalo,2.90596,2.94487,36.6667,2/4,1883,0.918296
Liszt,2.81206,2.35461,64.7596,4/4,1853,2.55284
Liszt,2.19378,3.45565,16.6667,2/4,1838,0.985228
Liszt,3.0244,2.85222,29.6296,2/4,1838,0.99403
Liszt,2.3523,2.75096,60.0176,4/4,1851,2.00954
Liszt,2.46596,2.73321,70.2198,2/4,1851,2.15597
Liszt,2.40229,2.93366,32.963,2/4,1851,0.863121
Liszt,2.26324,2.43074,57.9798,2/4,1851,1.15457
Lalo,2.93191,2.93139,50.2419,3/4,1883,2.37272
Liszt,2.70693,2.73695,61.6374,2/4,1851,2.01163
Liszt,2.67624,2.44002,100,2/4,1851,1
Liszt,2.10241,2.22587,50.8772,2/4,1851,1.5
Liszt,2.94836,3.0182,21.7544,2/4,1851,0.413817
Liszt,2.48633,3.0072,12.7273,2/4,1851,1.04085
Liszt,2.46433,3.06086,89.6825,2/4,1851,1.11552
Liszt,2.45845,2.82059,45.9264,4/4,1853,1.99865
Liszt,2.95947,3.00097,83.9459,4/4,1853,1.92193
Liszt,2.43537,2.84535,38.7115,4/4,1853,2.12799
Lalo,2.91038,2.48311,36.4387,3/4,1883,1.62352
Liszt,2.68085,2.90531,88.1103,4/4,1853,2.28064
Liszt,2.60138,2.54332,42.328,2/4,1853,1.54879
Liszt,2.7296,2.61416,43.3333,2/4,1853,1
Liszt,2.50271,3.09436,82.9048,4/4,1853,2.81996
Liszt,2.08496,2.79421,18.8776,2/4,1853,0.905587
Liszt,2.12549,2.6206,59.4052,2/4,1853,1.86763
Liszt,2.9278,2.66067,70.2041,4/4,1848
Liszt,2.63838,2.78457,28.3429,2/4,1848
Liszt,2.46337,2.25103,30.303,2/4,1848
Liszt,2.5587,2.68294,34.8371,2/4,1848
Lalo,2.30015,2.47703,96.1039,4/4,1882,2.16773
Liszt,2.19383,3.06662,38.4314,2/4,1853,1.52193
Liszt,2.6245,3.08267,33.1169,2/4,1853,1.18872
Liszt,2.6121,2.39112,25.8201,4/4,1853,1.14923
Liszt,2.31574,2.48171,48.6447,2/4,1853,1.75
Liszt,2.70483,2.72026,20.6061,2/4,1853,1.14923
Liszt,2.71078,2.79465,97.5058,4/4,1853,2.20624
Liszt,2.73003,2.83362,53.6667,2/4,1853,1.74644
Liszt,2.8541,2.49227,13.6,2/4,1853,1.37266
Liszt,2.77833,2.98017,44.2105,2/4,1853,1.49371
Liszt,2.01747,2.86769,50.5882,2/4,1853,1.37271
Lalo,2.45047,2.70341,33.3375,4/4,1882,1.0494
Liszt,2.1163,2.70453,85.0783,4/4,1853,2.16198
Liszt,2.9183,2.50687,28.0702,2/4,1853,0.970951
Liszt,2.56069,3.04284,65.0286,2/4,1853,1.95021
Liszt,3.06086,2.9322,26.6667,2/4,1853,1.31274
Liszt,2.17877,2.48853,42.54,4/4,1851
Liszt,3.14347,2.91908,44.6429,4/4,1851
Liszt,2.48426,2.68953,56.9231,4/4,1851
Lalo,2.39753,2.24568,60.1558,3/4,1882,2.61265
Liszt,2.25163,2.4183,97.8525,4/4,1852,1.29879
Liszt,2.57782,2.45282,87.619,4/4,1852,1.85539
Liszt,2.73918,3.17544,30.2564,3/8,1883,1.06769
Liszt,2.70154,2.60143,64.4444,3/8,1883,0.530406
Liszt,2.37033,2.76123,6.89655,3/8,1883,0.970951
Liszt,2.79424,3.31598,61.9444,3/4,1852,1.64773
Liszt,2.72722,2.35222,48.4127,3/4,1852,1.49111
Liszt,3.29665,2.66888,63.8695,3/4,1852,1.55262
Liszt,2.48679,3.14162,59.2834,3/4,1852,1.86383
Liszt,2.67926,2.61798,79.2929,3/4,1852,1.93628
Lalo,2.36265,1.94975,100,3/8,1882,1
Liszt,2.95321,2.99411,76.6268,3/4,1867,2.16712
Liszt,2.58064,3.11491,20.6452,3/8,1867,0.884964
Liszt,2.51741,2.50347,46.2963,3/8,1867,1.46184
Liszt,2.8523,2.80875,37.7778,6/8,1867,0.913283
Liszt,2.41214,2.7338,43.0303,4/4,1854,0.668564
Liszt,2.78242,3.20499,83.5794,2/2,1867,2.54979
Liszt,2.5244,2.60222,32.2222,4/4,1867,1.61058
Liszt,2.16321,2.479,85.2525,3/2,1867,2.12809
Liszt,2.26381,1.83225,46.9136,4/4,1867,1.68548
Liszt,2.65505,2.75506,49.7279,3/4,1867,2.07291
Lalo,2.61114,2.94474,31.3725,3/8,1882,0
Liszt,2.35341,3.07741,33.6905,4/4,1849
Liszt,2.23862,2.88119,58.3076,4/4,1849
Liszt,2.89208,2.75687,62.9583,12/8,1848
Liszt,2.58548,2.62322,83.3333,9/8,1848
Liszt,2.37469,2.67741,82.8249,4/4,1848
Liszt,1.97511,1.48383,76.8254,4/4,1848
Liszt,2.69523,2.8774,13.8889,6/8,1848
Liszt,2.40626,2.3003,20.8333,4/4,1849
Liszt,2.48942,2.53457,90.8196,4/4,1866,2.26288
Liszt,2.84022,2.60624,32.6667,4/4,1866,1.27761
Liszt,2.93172,2.89741,27.5556,4/4,1866,1.35164
Liszt,3.02613,3.02107,47.8376,3/4,1852,1.38387
Liszt,2.9152,2.8152,23.8095,3/4,1852,0.721928
Liszt,2.58362,2.58454,47.9365,3/4,1881,1.17702
Liszt,2.95226,2.9341,32,3/4,1881,0.721928
Liszt,3.2321,2.96973,66.6667,12/8,1855,0.991076
Liszt,2.70869,2.22612,35.8974,3/8,1855,0.863121
Liszt,2.84237,2.75343,20.7407,6/4,1858,1.32501
Liszt,2.99467,3.09826,73.8944,4/4,1858,2.07174
Liszt,3.16297,3.19585,27.6203,4/4,1858,1.42103
Liszt,2.55666,2.69951,36.5079,6/4,1858,1.27761
Liszt,2.64771,2.7679,66.3092,6/4,1858,1.11912
Liszt,2.54979,2.82585,67.4074,6/8,1883,0.33729
Liszt,1.98777,1.77586,44.4444,2/4,1883,0.985228
Liszt,2.15061,2.42629,60.0885,2/4,1883,1.90564
Lalo,2.47327,2.67741,65.3423,3/4,1881,2.37297
Liszt,2.90727,2.81977,27.451,6/8,1861,0.721928
Locatelli,3.06611,3.11058,41,4/4,1721,1.12386
Locatelli,2.13591,2.73391,24.6154,4/4,1721,1.11709
Locatelli,3.16023,3.02817,24.3064,3/4,1721,0.918296
Locatelli,2.54567,2.61975,39.6825,2/2,1721,1.71776
Locatelli,2.29632,3.04163,24.2424,2/4,1721,0.868393
Lalo,2.36558,2.8386,27.0707,2/4,1881,1.13318
Lalo,2.58175,2.7495,29.3333,2/4,1881,0.94517
Loeillet,2.81794,3.00025,42.3413,4/4,1725,1.86682
Loeillet,3.08321,2.83334,33.3333,4/4,1725,0.799049
Loeillet,2.73216,2.96853,54.902,3/2,1725,0.811278
Loeillet,2.2999,2.55605,27.451,2/2,1725,1.19417
Lalo,2.71073,2.71963,20.8333,3/4,1881,0.918296
Loeillet,2.87581,2.5902,28.0702,2/2,1725,0.970951
Loeillet,3.11983,2.73496,22.2222,2/2,1725,0.773227
Loeillet,2.99123,2.88598,107.963,4/4,1712,1.75318
Loeillet,2.58203,2.68402,58.9316,3/4,1712,2.3994
Loeillet,2.4798,2.84774,83.8095,3/4,1712,2.23644
Loeillet,2.32366,2.68503,8.60215,12/8,1712,0.33729
Lortzing,2.12846,2.82826,25.1282,2/4,1837,1.08106
Lortzing,2.61139,2.37937,47.4133,4/4,1837,1.91153
Lortzing,2.95114,2.89004,34.8718,2/4,1837,1.37425
Lortzing,2.91387,2.94145,21.25,3/4,1837,0.654047
Lalo,2.72789,2.73158,3.1746,3/4,1881,0.439497
Lortzing,2.45859,2.359,44.2857,3/4,1837,1.46184
Lortzing,2.55329,2.89525,40.8889,4/4,1845,1.48186
Lortzing,2.65226,3.0801,30.4762,4/4,1845,1.24067
Lully,2.63308,3.08267,88.0952,2/2,1674
Lalo,2.63614,2.80596,63.9216,3/4,1881,1.87322
Lully,2.20899,2.8065,72.5,6/4,1674
Lully,2.45621,2.79335,49.254,3/4,1684,1.87762
Lully,2.37225,2.78387,67.6667,3/4,1665,2.06989
Lully,2.55748,2.66246,24.7222,3/4,1676
Lully,2.24257,2.6515,16,2/2,1676
Lully,2.11934,2.38125,45.3333,2/2,1676
Lully,2.28548,2.86096,94.0504,2/2,1670,1.77356
Lully,2.54376,2.90528,34.1667,6/8,1670,1.26112
Lully,2.70839,2.78339,91.2997,4/4,1670,2.1232
Lully,2.96772,3.01219,58.5965,3/4,1670,1.7345
Lalo,2.64331,2.35561,58.4921,3/4,1881,1.80504
Lully,2.61869,2.88721,106.415,3/4,1670,2.02796
Lully,2.02008,3.04702,70.1449,3/4,1670,1.58496
Lully,2.7327,2.82848,68.8007,2/2,1670,2.43927
Lully,2.26272,2.83969,17.3333,6/8,1680,1.1688
Lully,2.4394,2.62026,70.1449,6/8,1680,1.58496
Lully,2.74819,2.66302,40.3509,2/2,1685,1.0763
Lully,2.25482,2.96384,12.1429,2/2,1685,1.17836
Lully,2.46691,2.47307,47.0053,3/4,1685,1.95282
Lully,2.66576,2.23578,45.1022,3/4,1685,1.99546
Lully,2.71521,2.62948,98.9087,2/2,1675
Lalo,2.67249,2.46771,61.7778,3/4,1888,1.875
Lully,2.71321,2.84395,43.4783,2/2,1675
Lully,2.61479,2.53416,31.2281,4/4,1675
Lully,2.79424,2.87685,27.5556,3/2,1681,0.978016
Lalo,2.65226,3.11546,56.6667,2/2,1888,1.87762
Lalo,2.90701,2.92103,76.5272,2/2,1888,2.70869
Lalo,2.97775,2.39742,44.2857,2/2,1875,1.32501
Lalo,2.33671,2.59133,23.1858,2/2,1875,1.27226
Lalo,2.48178,2.80061,35.8728,2/2,1875,1.88448
Lalo,2.14586,2.19,73.4199,3/8,1875,1.54402
Lalo,2.9906,2.77206,21.7194,2/4,1875,1.59546
Lalo,3.11749,2.40244,90.5185,12/8,1877,1.67982
Lalo,2.71709,2.76897,24.7671,2/4,1875,1.43298
Lalo,3.12893,2.88598,36.2963,6/8,1875,0.605291
Lalo,2.46272,2.69509,39.5833,3/4,1875,1.15955
Lalo,2.6076,2.77445,45.7895,3/4,1875,1.80859
Lalo,2.76381,2.50274,9.52381,6/8,1875,0
Lalo,2.41905,3.03974,43.1373,6/8,1875,0.402179
Lalo,2.73413,2.57165,34.9495,6/8,1875,0.940286
Lalo,2.35988,2.82579,55.9786,12/8,1877,2.11479
Leclair,3.1819,2.93543,85.0719,4/4,1737,2.16339
Leclair,2.69812,2.81977,40.7407,6/8,1737,1.61924
Leclair,2.63201,2.66937,56.7521,3/2,1737,2.29427
Leclair,2.3721,2.95327,18.6667,2/4,1737,1.31274
Leclair,1.77457,2.74035,9.74359,2/4,1737,0.605291
Leclair,2.38105,2.92769,10.5263,2/4,1737,0.970951
Lalo,2.78937,2.7683,59.7753,9/8,1877,1.84463
Leclair,2.67957,2.96853,73.4744,4/4,1728,2.26688
Leclair,2.02518,2.90579,5.26316,4/4,1728,0.895486
Leclair,2.17755,2.84978,80.7746,3/4,1728,2.33245
Leclair,2.26686,2.85528,25.3333,2/4,1728,1.37878
Lalo,2.27057,2.78024,41.2836,6/8,1877,1.85988
Lalo,2.39691,2.74293,22.3077,6/8,1877,0.877387
Lalo,2.77304,2.67101,72.6611,4/4,1883,1.90428
Macdowell,2.78418,2.64145,68.8889,4/4,1884,1.36631
Mahler,2.39688,2.66408,60.1905,3/4,1912
Mozart,2.9847,2.95499,57.0082,2/4,1788,1.99546
Mozart,2.53701,2.85469,22.4561,2/2,1788,1.02304
Mozart,3.1206,2.5219,81.6387,4/4,1788,2.1234
Mozart,2.05792,2.89106,43.2653,3/4,1788,1.45656
Mozart,3.11892,3.11892,28.4211,6/8,1788,0.790767
Mozart,2.19195,2.47311,31.9048,4/4,1789,1.77391
Mozart,2.84397,2.91782,37.193,3/8,1789,1.12549
Mozart,2.53257,2.96124,68.2353,6/8,1789,1.36338
Mozart,2.25224,2.56229,18.9418,2/4,1785,0.993393
Mozart,2.85988,2.76676,36.2963,4/4,1785,1.23639
Mahler,2.92215,3.27806,55.7393,2/2,1912
Mozart,2.61006,2.24929,57.9731,3/4,1791,2.12095
Musorgsky,2.67981,2.68163,45.5556,4/4,1868
Musorgsky,2.62273,2.55283,19.0476,3/4,1868
Musorgsky,2.92124,2.67408,39.9365,2/4,1913,1.65774
Musorgsky,2.7499,2.84535,39.1667,4/4,1886,1.3821
Musorgsky,2.62165,3.04248,24.5614,4/4,1886,1.12549
Musorgsky,2.9477,2.59412,62.6618,4/4,1886,2.02178
Musorgsky,2.67655,2.35866,28.2353,2/4,1886,0.79504
Mahler,2.79228,2.98582,39.5833,2/2,1912
Mahler,2.74145,2.8037,32.6667,2/2,1912
Mahler,2.43291,3.13509,27.2727,2/2 2/4,1912
Mahler,2.59353,2.9152,37.8355,2/2,1912
Mahler,2.72722,2.72722,68.6314,4/4,1912
Mahler,2.79176,2.88815,46.4762,4/4,1912
Mahler,2.5026,3.0761,30.9524,4/4,1912
Mahler,2.41763,2.78416,49.9749,4/4,1912
Macdowell,2.81631,2.53661,33.3333,2/4,1890,0.918296
Macdowell,2.58393,2.71369,62.1769,2/4,1890,2.19958
Macdowell,2.52949,2.8559,49.7436,3/4,1890,1.68794
Mascagni,2.32428,2.7275,69.0435,2/4,1890,2.45915
Mascagni,2.52262,2.48855,23.4921,6/8,1890,1.09491
Mascagni,3.01869,2.90849,57.5198,3/4,1890,2.07507
Mascagni,2.74847,2.60561,45.5556,3/4,1890,1.7143
Macdowell,2.61817,2.51606,54.4444,3/4,1890,1.15955
Massenet,2.17699,2.88346,34.7826,6/8,1885,1.25972
Massenet,2.84948,2.75096,62.8985,2/4,1885,2.29885
Massenet,2.60023,2.50272,22.6984,6/8,1885,1.03619
Massenet,2.33922,2.73278,21.4264,2/4,1885,0.684038
Massenet,2.36912,2.71885,35.7576,2/4,1885,0.458686
Massenet,2.30971,2.86139,31.3043,2/4,1885,0.973784
Massenet,2.28064,1.96692,16.1172,9/8,1885,1.29584
Massenet,2.59742,2.74786,20.8333,3/8,1885,0.999655
Massenet,2.75225,2.85222,59.8879,3/4,1885,2.21769
Massenet,2.59491,2.82307,21.25,4/4,1873
Macdowell,2.70523,2.55218,73.9015,3/4,1888
Massenet,2.51351,2.69012,26.0606,6/8,1873
Massenet,2.54217,2.64141,65.4209,6/8,1873
Massenet,3.01307,2.63129,64.0741,4/4,1873
Massenet,3.01688,2.6416,35.3846,3/4,1873
Massenet,3.28832,2.88376,66.5961,4/4,1873
Massenet,2.67341,2.22268,27.1111,2/2,1873
Massenet,2.48551,2.9339,17.2222,2/2,1873
Massenet,2.91402,2.77292,43.5863,4/4,1894,2.27509
Massenet,1.96721,2.02073,95.1189,4/4,1894,2.35164
Massenet,2.42347,2.93469,46.7023,4/4,1873,1.37789
Macdowell,2.71007,2.82059,35.8974,2/4,1888
Massenet,2.52949,3.07757,58.0952,2/2,1873,1.19819
Massenet,2.91508,2.91508,44.7709,4/4,1873,2.14644
Massenet,2.54053,2.80687,32.381,4/4,1877
Massenet,2.7029,2.97494,27.2789,4/4,1877
Massenet,1.7362,2.82393,54.3281,4/4,1881,1.50997
Massenet,2.47722,2.45282,30.303,4/4,1881,1.38443
Massenet,2.52174,2.64696,26.6667,3/4,1881,0.977418
Massenet,3.12745,2.86803,55.4154,3/4,1881,1.48914
Massenet,2.64277,2.84514,109.782,3/4,1881,1.37878
Massenet,2.18121,2.86659,68.8889,4/4,1881,2.23593
Macdowell,3.05875,2.90727,47.7124,3/4,1888
Massenet,2.65311,2.95915,39.994,3/4,1881,0.985228
Massenet,2.98423,2.53661,5.55556,3/4,1881,0
Massenet,2.59412,2.61437,38.4029,3/4,1881,2.26381
Massenet,2.63328,2.78667,83.5556,4/4,1874,1.14012
Massenet,2.69402,2.79335,61.6162,4/4,1874,1.5143
Massenet,2.14545,2.58347,9.33333,4/4,1874,0.99403
Massenet,2.59742,2.94839,37.9286,4/4,1874,2.17065
Massenet,2.57077,3.03187,37.7778,3/8,1874,1.45872
Massenet,2.90775,3.02807,19.6078,3/8,1874,0.242292
Massenet,2.48346,2.43004,33.3333,4/4,1874,1.41956
Macdowell,1.89611,2.73815,29.2063,2/2,1902,0.865857
Massenet,2.3496,2.90564,50.7937,12/8 6/8 12/8,1874,1.54659
Massenet,3.05061,2.85091,74.36,3/4,1874,1.94975
Massenet,2.56233,2.78845,76.1977,3/4,1874,2.18648
Macdowell,2.77848,2.97221,42.4242,4/4,1897,1.5143
Mendelssohn,2.06678,2.14781,53.3333,4/4,1831,0.907166
Mendelssohn,3.76855,2.54816,42.783,4/4,1831,1.97386
Mendelssohn,2.48346,2.35222,5.12821,4/4,1831,0.371232
Mendelssohn,2.72264,2.78595,68.21,4/4,1831,1.91317
Macdowell,2.66017,2.954,23.7487,4/4,1884,1.37928
Macdowell,2.77219,2.68128,38.3333,4/4,1902,1.64571
Mendelssohn,2.14926,3.24022,30,4/4,1831
Mendelssohn,2.68259,3.1899,18.7879,4/4,1831
Mendelssohn,2.84081,2.73216,74.2222,4/4,1831
Mendelssohn,2.07629,2.68953,22.2222,4/4,1831
Mendelssohn,2.49893,2.54926,18.1818,3/4,1831
Mendelssohn,2.49719,3.34083,26.9841,4/4,1831
Mendelssohn,2.60398,1.99278,53.9394,4/4,1838,2.18872
Mendelssohn,2.65505,2.3318,21.0794,4/4,1838,1.37164
Mendelssohn,2.86032,2.58426,11.6667,4/4,1838,0.591673
Mendelssohn,2.62598,2.68671,21.0256,2/4,1838,0.973128
Macdowell,2.8676,3.00307,58.4286,3/4,1894,1.87762
Mendelssohn,2.05156,2.93604,19.3651,3/4,1838,0.790767
Mendelssohn,2.93983,2.34572,43.3333,4/4,1845,1.70044
Mendelssohn,3.13686,2.8871,8.33333,2/2,1845,0.522559
Mendelssohn,2.57393,2.61063,30.8123,2/2,1845,1.44662
Mendelssohn,3.15502,3.01101,39.4805,6/8,1845,1.49366
Mendelssohn,2.4566,2.75429,55.5556,6/8,1845,1.68794
Mendelssohn,2.64053,2.69951,45.7971,4/4,1845,1.46186
Mendelssohn,2.89421,2.96474,23.0769,4/4,1845,0.991076
Mendelssohn,2.78064,2.85846,68.8889,4/4,1845,1.82625
Mendelssohn,2.86596,2.34145,37.415,4/4,1845,1.72323
Macdowell,2.7347,2.70915,94.5898,6/8,1887
Mendelssohn,2.40309,2.93099,29.1317,2/2,1827
Mendelssohn,2.65426,2.93395,12.1212,2/2,1827
Mendelssohn,2.24644,1.97095,51.1111,2/2,1827
Mendelssohn,2.32789,2.82878,38.75,2/2,1827
Mendelssohn,2.75708,2.65315,22.9167,3/8,1827
Mendelssohn,2.16619,2.90274,16.2963,3/8,1827
Mendelssohn,3.04511,2.86195,29.6296,6/8,1827
Mendelssohn,2.22219,2.8065,64.5833,6/8,1827
Mendelssohn,2.7347,2.7347,53.3333,6/8,1827
Macdowell,2.21924,2.84535,60.1322,4/4,1898,2.48855
Mendelssohn,2.34544,2.65418,18.5185,2/4,1827
Mendelssohn,2.77869,2.5845,32.381,3/4,1827
Mendelssohn,2.96489,2.93469,44.8789,4/4,1827
Mendelssohn,2.74897,2.57244,73.6453,4/4,1827
Mendelssohn,2.75506,2.94504,9.52381,4/4,1827
Mendelssohn,2.91908,2.25791,49.2593,4/4,1827
Mendelssohn,3.27047,2.48469,29.966,4/4,1830,1.54086
Mendelssohn,2.10869,2.40869,25,4/4,1830,0.977418
